,countrycode,year,rgdpe,pop_x,country,democracy_score,epp,fg,pp,pc,cl,category,Deathperevent,Affectedperevent
2199,LAO,2013,5111.48878474,6.579985,Laos,2.37,0.83,2.86,1.67,5.0,1.47,Authoritarian,7.59880151702,46371.9142217
2200,LAO,2013,5111.48878474,6.579985,Laos,2.37,0.83,2.86,1.67,5.0,1.47,Authoritarian,7.59880151702,46371.9142217
2201,LBN,1992,4504.04425699,2.821868,Lebanon,4.86,4.42,2.14,7.78,4.38,5.59,Hybrid regime,8.85937967332,36881.59758
2203,LBR,1980,1319.36022657,1.892529,Liberia,5.31,7.83,2.57,5.56,5.0,5.59,Hybrid regime,246.231365543,997.078512403
2204,LBR,1982,1040.75116555,2.036325,Liberia,5.31,7.83,2.57,5.56,5.0,5.59,Hybrid regime,22.5897143138,98.2161491903
2214,LKA,1964,2668.9036694,10.8812682052,Sri Lanka,6.48,7.83,6.79,5.0,6.88,5.88,Flawed democracy,18.9316168038,34922.3999293
2215,LKA,1966,2691.14500853,11.4135403667,Sri Lanka,6.48,7.83,6.79,5.0,6.88,5.88,Flawed democracy,2.01515036186,30870.9645456
2216,LKA,1967,2692.60338872,11.6839974374,Sri Lanka,6.48,7.83,6.79,5.0,6.88,5.88,Flawed democracy,1.11263290408,10570.0125887
2217,LKA,1967,2692.60338872,11.6839974374,Sri Lanka,6.48,7.83,6.79,5.0,6.88,5.88,Flawed democracy,1.11263290408,10570.0125887
2218,LKA,1969,2892.94539437,12.2279599129,Sri Lanka,6.48,7.83,6.79,5.0,6.88,5.88,Flawed democracy,5.07034701142,81779.7905068
2219,LKA,1978,2481.65554921,14.534087,Sri Lanka,6.48,7.83,6.79,5.0,6.88,5.88,Flawed democracy,25.801414289,34642.6989188
2220,LKA,1978,2481.65554921,14.534087,Sri Lanka,6.48,7.83,6.79,5.0,6.88,5.88,Flawed democracy,25.801414289,34642.6989188
2222,LKA,1982,2110.3537974,15.50332,Sri Lanka,6.48,7.83,6.79,5.0,6.88,5.88,Flawed democracy,3.48312490486,8385.30069688
2224,LKA,1984,2331.16074983,15.95235,Sri Lanka,6.48,7.83,6.79,5.0,6.88,5.88,Flawed democracy,3.19702112855,36044.8460572
2225,LKA,1986,2742.12068332,16.413729,Sri Lanka,6.48,7.83,6.79,5.0,6.88,5.88,Flawed democracy,2.61975813053,3928.72332667
2226,LKA,1989,2916.29560782,17.111785,Sri Lanka,6.48,7.83,6.79,5.0,6.88,5.88,Flawed democracy,18.9927584995,29278.0677177
2227,LKA,1990,2984.7389678,17.330817,Sri Lanka,6.48,7.83,6.79,5.0,6.88,5.88,Flawed democracy,1.90412258118,25388.3010824
2228,LKA,1991,3006.98969777,17.540762,Sri Lanka,6.48,7.83,6.79,5.0,6.88,5.88,Flawed democracy,1.53927178306,16940.5981337
2230,LKA,1993,3452.0362365,17.929772,Sri Lanka,6.48,7.83,6.79,5.0,6.88,5.88,Flawed democracy,2.03572025344,9206.19626396
2231,LKA,1993,3452.0362365,17.929772,Sri Lanka,6.48,7.83,6.79,5.0,6.88,5.88,Flawed democracy,2.03572025344,9206.19626396
2233,LKA,1997,4240.58719022,18.478024,Sri Lanka,6.48,7.83,6.79,5.0,6.88,5.88,Flawed democracy,1.24472183822,181.161145802
2234,LKA,1997,4240.58719022,18.478024,Sri Lanka,6.48,7.83,6.79,5.0,6.88,5.88,Flawed democracy,1.24472183822,181.161145802
2242,LKA,2003,4697.02028193,19.217032,Sri Lanka,6.48,7.83,6.79,5.0,6.88,5.88,Flawed democracy,12.2287354259,36165.8345576
2243,LKA,2004,4760.73070144,19.374281,Sri Lanka,6.48,7.83,6.79,5.0,6.88,5.88,Flawed democracy,610.654919272,21236.1601101
2244,LKA,2004,4760.73070144,19.374281,Sri Lanka,6.48,7.83,6.79,5.0,6.88,5.88,Flawed democracy,610.654919272,21236.1601101
2245,LKA,2004,4760.73070144,19.374281,Sri Lanka,6.48,7.83,6.79,5.0,6.88,5.88,Flawed democracy,610.654919272,21236.1601101
2247,LKA,2006,5309.44438935,19.672418,Sri Lanka,6.48,7.83,6.79,5.0,6.88,5.88,Flawed democracy,1.27081480274,16927.3548376
2248,LKA,2007,5756.22451715,19.813816,Sri Lanka,6.48,7.83,6.79,5.0,6.88,5.88,Flawed democracy,1.66550451463,20490.7525133
2249,LKA,2008,6121.04097019,19.949553,Sri Lanka,6.48,7.83,6.79,5.0,6.88,5.88,Flawed democracy,1.42860343788,20724.9004527
2250,LKA,2008,6121.04097019,19.949553,Sri Lanka,6.48,7.83,6.79,5.0,6.88,5.88,Flawed democracy,1.42860343788,20724.9004527
2251,LKA,2009,6975.57281352,20.078873,Sri Lanka,6.48,7.83,6.79,5.0,6.88,5.88,Flawed democracy,8.6907268152,10334.4196659
2252,LKA,2009,6975.57281352,20.078873,Sri Lanka,6.48,7.83,6.79,5.0,6.88,5.88,Flawed democracy,8.6907268152,10334.4196659
2253,LKA,2010,7646.20510787,20.201312,Sri Lanka,6.48,7.83,6.79,5.0,6.88,5.88,Flawed democracy,1.73256073665,38129.4541661
2254,LKA,2011,8341.59927289,20.315673,Sri Lanka,6.48,7.83,6.79,5.0,6.88,5.88,Flawed democracy,4.16755411778,22237.4780955
2255,LKA,2011,8341.59927289,20.315673,Sri Lanka,6.48,7.83,6.79,5.0,6.88,5.88,Flawed democracy,4.16755411778,22237.4780955
2256,LKA,2011,8341.59927289,20.315673,Sri Lanka,6.48,7.83,6.79,5.0,6.88,5.88,Flawed democracy,4.16755411778,22237.4780955
2257,LKA,2012,8806.87018157,20.421862,Sri Lanka,6.48,7.83,6.79,5.0,6.88,5.88,Flawed democracy,2.59525796423,21889.3360459
2258,LKA,2013,9495.70119622,20.521959,Sri Lanka,6.48,7.83,6.79,5.0,6.88,5.88,Flawed democracy,2.85060505189,1980.80504887
2259,LKA,2013,9495.70119622,20.521959,Sri Lanka,6.48,7.83,6.79,5.0,6.88,5.88,Flawed democracy,2.85060505189,1980.80504887
2260,LKA,2014,10342.3753253,20.618991,Sri Lanka,6.48,7.83,6.79,5.0,6.88,5.88,Flawed democracy,8.14782837822,29240.6645893
2261,LKA,2014,10342.3753253,20.618991,Sri Lanka,6.48,7.83,6.79,5.0,6.88,5.88,Flawed democracy,8.14782837822,29240.6645893
2262,LSO,1987,1010.42836298,1.520244,Lesotho,6.59,8.25,5.36,6.67,5.63,7.06,Flawed democracy,11.8402045987,65778.9144374
2263,LSO,1999,1627.69657827,1.839631,Lesotho,6.59,8.25,5.36,6.67,5.63,7.06,Flawed democracy,15.2204436651,1012.15950373
2264,LSO,2000,1696.13553297,1.856225,Lesotho,6.59,8.25,5.36,6.67,5.63,7.06,Flawed democracy,15.0843782408,988.026774771
2266,LSO,2011,2312.47665415,2.03295,Lesotho,6.59,8.25,5.36,6.67,5.63,7.06,Flawed democracy,12.7892963428,2459.48006591
2267,LTU,1993,8416.23148752,3.673906,Lithuania,7.47,9.58,5.71,6.11,6.25,9.71,Flawed democracy,1.63313922566,212308.099336
2268,MAR,1960,1385.21945041,12.5252040353,Morocco,4.77,4.75,4.64,4.44,5.63,4.41,Hybrid regime,958.068225171,1995.97546911
2269,MAR,1963,2121.36465275,13.4950094037,Morocco,4.77,4.75,4.64,4.44,5.63,4.41,Hybrid regime,12.5231479982,2594.29237526
2270,MAR,1965,2126.60042744,14.1813800642,Morocco,4.77,4.75,4.64,4.44,5.63,4.41,Hybrid regime,5.28862491945,3371.53364365
2271,MAR,1966,2007.33822659,14.5327168778,Morocco,4.77,4.75,4.64,4.44,5.63,4.41,Hybrid regime,13.7620516302,202.439779481
2276,MAR,1995,4614.83948383,27.161889,Morocco,4.77,4.75,4.64,4.44,5.63,4.41,Hybrid regime,29.1216859034,1399.01904466
2280,MAR,2002,4405.39765862,29.535591,Morocco,4.77,4.75,4.64,4.44,5.63,4.41,Hybrid regime,2.7085965539,508.437430624
2281,MAR,2003,4559.56237672,29.812685,Morocco,4.77,4.75,4.64,4.44,5.63,4.41,Hybrid regime,1.17399690769,335.427687912
2282,MAR,2004,4517.53859164,30.093109,Morocco,4.77,4.75,4.64,4.44,5.63,4.41,Hybrid regime,20.8685649595,447.444629267
2284,MAR,2008,5509.84856913,31.350544,Morocco,4.77,4.75,4.64,4.44,5.63,4.41,Hybrid regime,1.24399755232,637.94746273
2286,MAR,2010,6315.9582998,32.107739,Morocco,4.77,4.75,4.64,4.44,5.63,4.41,Hybrid regime,1.30809584568,2398.45602333
2287,MAR,2014,7162.6375176,33.921203,Morocco,4.77,4.75,4.64,4.44,5.63,4.41,Hybrid regime,1.44452424049,3449.17012525
2288,MDA,1994,2539.82948993,4.357283,Moldova,6.01,7.92,4.29,6.11,4.38,7.35,Flawed democracy,5.7375203768,5804.07561317
2289,MDA,1994,2539.82948993,4.357283,Moldova,6.01,7.92,4.29,6.11,4.38,7.35,Flawed democracy,5.7375203768,5804.07561317
2290,MDA,1997,2455.80046607,4.284931,Moldova,6.01,7.92,4.29,6.11,4.38,7.35,Flawed democracy,2.10038388016,523.69571412
2294,MDA,2012,4338.08300912,4.074754,Moldova,6.01,7.92,4.29,6.11,4.38,7.35,Flawed democracy,2.45413588158,1809.67979907
2295,MDG,1968,1393.66774697,6.29202071096,Madagascar,5.07,5.92,3.57,5.56,5.63,4.71,Hybrid regime,4.60901216512,11919.8590477
2296,MDG,1969,1414.09842816,6.4307212783,Madagascar,5.07,5.92,3.57,5.56,5.63,4.71,Hybrid regime,12.5957877032,6692.87287341
2297,MDG,1970,1479.19845775,6.576301,Madagascar,5.07,5.92,3.57,5.56,5.63,4.71,Hybrid regime,10.644281641,1520.611663
2298,MDG,1972,1432.3614213,6.952383,Madagascar,5.07,5.92,3.57,5.56,5.63,4.71,Hybrid regime,13.0890372409,361035.345722
2300,MDG,1976,1207.48681077,7.799642,Madagascar,5.07,5.92,3.57,5.56,5.63,4.71,Hybrid regime,2.05137620419,65243.5073302
2301,MDG,1977,1189.84313748,8.031589,Madagascar,5.07,5.92,3.57,5.56,5.63,4.71,Hybrid regime,1.24508363164,3735.25089493
2302,MDG,1978,1110.76744511,8.268902,Madagascar,5.07,5.92,3.57,5.56,5.63,4.71,Hybrid regime,8.46545284973,2176.83073279
2303,MDG,1981,1034.3272948,8.983494,Madagascar,5.07,5.92,3.57,5.56,5.63,4.71,Hybrid regime,11.9107331735,13135.2010699
2304,MDG,1982,1078.43340195,9.220693,Madagascar,5.07,5.92,3.57,5.56,5.63,4.71,Hybrid regime,9.97755808593,7591.62028277
2305,MDG,1983,1142.21883589,9.462343,Madagascar,5.07,5.92,3.57,5.56,5.63,4.71,Hybrid regime,4.43864696091,1433.04887595
2306,MDG,1984,1198.46057091,9.714342,Madagascar,5.07,5.92,3.57,5.56,5.63,4.71,Hybrid regime,6.99995944141,10316.1902268
2307,MDG,1986,1238.12934555,10.264368,Madagascar,5.07,5.92,3.57,5.56,5.63,4.71,Hybrid regime,9.6450166245,8213.75461207
2308,MDG,1988,1104.24959751,10.877757,Madagascar,5.07,5.92,3.57,5.56,5.63,4.71,Hybrid regime,18.3861433933,87334.1811184
2309,MDG,1989,1051.25668344,11.205548,Madagascar,5.07,5.92,3.57,5.56,5.63,4.71,Hybrid regime,4.1051093619,4939.16049443
2315,MDG,2000,1010.40859638,15.744811,Madagascar,5.07,5.92,3.57,5.56,5.63,4.71,Hybrid regime,9.71748724072,70258.6394972
2318,MDG,2003,1022.30832975,17.245275,Madagascar,5.07,5.92,3.57,5.56,5.63,4.71,Hybrid regime,3.04431213767,5396.26071489
2319,MDG,2003,1022.30832975,17.245275,Madagascar,5.07,5.92,3.57,5.56,5.63,4.71,Hybrid regime,3.04431213767,5396.26071489
2320,MDG,2004,1026.49381326,17.763367,Madagascar,5.07,5.92,3.57,5.56,5.63,4.71,Hybrid regime,22.236775269,58121.2446942
2321,MDG,2005,1038.99099645,18.290394,Madagascar,5.07,5.92,3.57,5.56,5.63,4.71,Hybrid regime,2.92503267015,1848.01923895
2322,MDG,2005,1038.99099645,18.290394,Madagascar,5.07,5.92,3.57,5.56,5.63,4.71,Hybrid regime,2.92503267015,1848.01923895
2330,MDG,2011,1275.21267673,21.678867,Madagascar,5.07,5.92,3.57,5.56,5.63,4.71,Hybrid regime,1.61447551664,5314.62276142
2331,MDG,2012,1155.17484436,22.29372,Madagascar,5.07,5.92,3.57,5.56,5.63,4.71,Hybrid regime,5.02383630906,15053.521799
2332,MDG,2013,1085.39515616,22.924557,Madagascar,5.07,5.92,3.57,5.56,5.63,4.71,Hybrid regime,3.5769502547,993.236205175
2333,MDG,2013,1085.39515616,22.924557,Madagascar,5.07,5.92,3.57,5.56,5.63,4.71,Hybrid regime,3.5769502547,993.236205175
2335,MEX,1964,6731.76057439,43.1563829832,Mexico,6.47,7.92,6.07,7.22,4.38,6.76,Flawed democracy,1.04271945166,92.6861734811
2337,MEX,1967,7243.40160183,47.3177589882,Mexico,6.47,7.92,6.07,7.22,4.38,6.76,Flawed democracy,2.34584228784,5727.23657661
2340,MEX,1973,8802.18024829,57.283361,Mexico,6.47,7.92,6.07,7.22,4.38,6.76,Flawed democracy,2.26941991061,2619.03277638
2341,MEX,1976,9567.74960246,62.620087,Mexico,6.47,7.92,6.07,7.22,4.38,6.76,Flawed democracy,11.4979080115,9204.7141359
2346,MEX,1980,12137.9235564,69.330974,Mexico,6.47,7.92,6.07,7.22,4.38,6.76,Flawed democracy,1.23321504181,767.045332437
2347,MEX,1980,12137.9235564,69.330974,Mexico,6.47,7.92,6.07,7.22,4.38,6.76,Flawed democracy,1.23321504181,767.045332437
2349,MEX,1982,12425.8370269,72.547995,Mexico,6.47,7.92,6.07,7.22,4.38,6.76,Flawed democracy,1.23711206629,329.840266433
2350,MEX,1982,12425.8370269,72.547995,Mexico,6.47,7.92,6.07,7.22,4.38,6.76,Flawed democracy,1.23711206629,329.840266433
2351,MEX,1982,12425.8370269,72.547995,Mexico,6.47,7.92,6.07,7.22,4.38,6.76,Flawed democracy,1.23711206629,329.840266433
2352,MEX,1982,12425.8370269,72.547995,Mexico,6.47,7.92,6.07,7.22,4.38,6.76,Flawed democracy,1.23711206629,329.840266433
2353,MEX,1983,11459.1442732,74.133377,Mexico,6.47,7.92,6.07,7.22,4.38,6.76,Flawed democracy,3.70953018908,3810.69919424
2355,MEX,1985,11236.8442967,77.322643,Mexico,6.47,7.92,6.07,7.22,4.38,6.76,Flawed democracy,122.861811643,27549.5497483
2358,MEX,1988,9840.1845524,82.223153,Mexico,6.47,7.92,6.07,7.22,4.38,6.76,Flawed democracy,3.50266305161,1520.25306059
2372,MEX,1997,10690.3203266,97.925825,Mexico,6.47,7.92,6.07,7.22,4.38,6.76,Flawed democracy,1.24073501551,4195.80330316
2373,MEX,1997,10690.3203266,97.925825,Mexico,6.47,7.92,6.07,7.22,4.38,6.76,Flawed democracy,1.24073501551,4195.80330316
2374,MEX,1998,10981.9908903,99.632299,Mexico,6.47,7.92,6.07,7.22,4.38,6.76,Flawed democracy,2.3385990521,119.037702824
2375,MEX,1998,10981.9908903,99.632299,Mexico,6.47,7.92,6.07,7.22,4.38,6.76,Flawed democracy,2.3385990521,119.037702824
2376,MEX,1998,10981.9908903,99.632299,Mexico,6.47,7.92,6.07,7.22,4.38,6.76,Flawed democracy,2.3385990521,119.037702824
2377,MEX,1999,11390.1779235,101.26657,Mexico,6.47,7.92,6.07,7.22,4.38,6.76,Flawed democracy,2.33377444633,2502.55340928
2378,MEX,1999,11390.1779235,101.26657,Mexico,6.47,7.92,6.07,7.22,4.38,6.76,Flawed democracy,2.33377444633,2502.55340928
2379,MEX,1999,11390.1779235,101.26657,Mexico,6.47,7.92,6.07,7.22,4.38,6.76,Flawed democracy,2.33377444633,2502.55340928
2408,MEX,2013,15545.5910015,123.740109,Mexico,6.47,7.92,6.07,7.22,4.38,6.76,Flawed democracy,1.69710534197,1390.01008961
2425,MLI,1997,1016.97680145,10.168,Mali,5.7,7.42,3.93,4.44,6.25,6.47,Hybrid regime,107.985837923,950.629425649
2429,MLI,2002,1154.52003591,11.723017,Mali,5.7,7.42,3.93,4.44,6.25,6.47,Hybrid regime,1.4927897827,972.488566723
2430,MLI,2002,1154.52003591,11.723017,Mali,5.7,7.42,3.93,4.44,6.25,6.47,Hybrid regime,1.4927897827,972.488566723
2431,MLI,2003,1137.55272788,12.088867,Mali,5.7,7.42,3.93,4.44,6.25,6.47,Hybrid regime,8.76839822954,100.588417426
2432,MLI,2005,1171.51960886,12.881384,Mali,5.7,7.42,3.93,4.44,6.25,6.47,Hybrid regime,3.33815062108,13.0420768452
2435,MLI,2007,1302.52645457,13.759226,Mali,5.7,7.42,3.93,4.44,6.25,6.47,Hybrid regime,1.30821312187,6458.06675463
2436,MLI,2009,1404.55655926,14.694565,Mali,5.7,7.42,3.93,4.44,6.25,6.47,Hybrid regime,1.19091650552,697.264600892
2437,MLI,2009,1404.55655926,14.694565,Mali,5.7,7.42,3.93,4.44,6.25,6.47,Hybrid regime,1.19091650552,697.264600892
2438,MLI,2011,1488.56079372,15.639115,Mali,5.7,7.42,3.93,4.44,6.25,6.47,Hybrid regime,1.59855592852,530.88042386
2439,MLI,2011,1488.56079372,15.639115,Mali,5.7,7.42,3.93,4.44,6.25,6.47,Hybrid regime,1.59855592852,530.88042386
2440,MLI,2013,1394.03740867,16.592097,Mali,5.7,7.42,3.93,4.44,6.25,6.47,Hybrid regime,2.22997731993,2772.40423558
2455,MMR,2001,1222.1953124,48.195684,Myanmar,4.2,3.17,3.57,4.44,6.88,2.94,Hybrid regime,1.05818604006,77.8077970633
2457,MMR,2004,1594.74861404,49.582751,Myanmar,4.2,3.17,3.57,4.44,6.88,2.94,Hybrid regime,3.09583467848,410.424988319
2458,MMR,2004,1594.74861404,49.582751,Myanmar,4.2,3.17,3.57,4.44,6.88,2.94,Hybrid regime,3.09583467848,410.424988319
2463,MMR,2008,2555.87491994,51.030006,Myanmar,4.2,3.17,3.57,4.44,6.88,2.94,Hybrid regime,2711.46352599,47423.0788842
2465,MMR,2010,3502.12330809,51.733013,Myanmar,4.2,3.17,3.57,4.44,6.88,2.94,Hybrid regime,1.09214593784,3914.80194668
2466,MMR,2010,3502.12330809,51.733013,Myanmar,4.2,3.17,3.57,4.44,6.88,2.94,Hybrid regime,1.09214593784,3914.80194668
2467,MMR,2011,3863.97732672,52.125411,Myanmar,4.2,3.17,3.57,4.44,6.88,2.94,Hybrid regime,2.15825636368,546.863793554
2468,MMR,2011,3863.97732672,52.125411,Myanmar,4.2,3.17,3.57,4.44,6.88,2.94,Hybrid regime,2.15825636368,546.863793554
2472,MNE,2012,13378.8611681,0.623864,Montenegro,5.72,7.08,5.36,5.0,4.38,6.76,Hybrid regime,1.6029134555,7213.11054974
2473,MNG,1993,1850.16044835,2.263204,Mongolia,6.62,9.17,5.71,5.0,5.0,8.24,Flawed democracy,3.09296024574,44185.1463677
2474,MNG,1996,2330.20842518,2.316571,Mongolia,6.62,9.17,5.71,5.0,5.0,8.24,Flawed democracy,7.12259628563,1115.65758183
2475,MNG,1996,2330.20842518,2.316571,Mongolia,6.62,9.17,5.71,5.0,5.0,8.24,Flawed democracy,7.12259628563,1115.65758183
2476,MNG,2000,2748.72813121,2.397438,Mongolia,6.62,9.17,5.71,5.0,5.0,8.24,Flawed democracy,9.59357447408,446726.880945
2477,MNG,2001,3008.85603757,2.419729,Mongolia,6.62,9.17,5.71,5.0,5.0,8.24,Flawed democracy,6.61231071744,72322.148472
2478,MNG,2002,3269.37476679,2.443503,Mongolia,6.62,9.17,5.71,5.0,5.0,8.24,Flawed democracy,1.22774557674,272150.269511
2479,MNG,2003,3582.30018147,2.469045,Mongolia,6.62,9.17,5.71,5.0,5.0,8.24,Flawed democracy,6.07522341634,668.274575798
2480,MNG,2009,6251.86974026,2.669572,Mongolia,6.62,9.17,5.71,5.0,5.0,8.24,Flawed democracy,5.80617417324,146861.182242
2481,MNG,2009,6251.86974026,2.669572,Mongolia,6.62,9.17,5.71,5.0,5.0,8.24,Flawed democracy,5.80617417324,146861.182242
2532,MOZ,2013,1077.57210711,26.46718,Mozambique,4.02,4.42,2.14,5.0,5.0,3.53,Hybrid regime,2.6070023327,5975.3815858
2533,MOZ,2013,1077.57210711,26.46718,Mozambique,4.02,4.42,2.14,5.0,5.0,3.53,Hybrid regime,2.6070023327,5975.3815858
2536,MRT,1982,2143.89996632,1.62431,Mauritania,3.96,3.0,4.29,5.0,3.13,4.41,Authoritarian,3.0782301408,7.38775233792
2537,MRT,1987,2073.54725242,1.865356,Mauritania,3.96,3.0,4.29,5.0,3.13,4.41,Authoritarian,18.7631744289,95.4241442384
2538,MRT,1988,2086.54859561,1.91624,Mauritania,3.96,3.0,4.29,5.0,3.13,4.41,Authoritarian,19.8305013986,300.066797478
2539,MRT,1991,2018.93653294,2.080782,Mauritania,3.96,3.0,4.29,5.0,3.13,4.41,Authoritarian,1.92235419184,144.176564388
2540,MRT,1998,2043.29199563,2.551429,Mauritania,3.96,3.0,4.29,5.0,3.13,4.41,Authoritarian,2.35162334519,134.826405124
2542,MRT,2002,2131.11232701,2.884672,Mauritania,3.96,3.0,4.29,5.0,3.13,4.41,Authoritarian,8.66649657223,9533.14622945
2543,MRT,2003,2227.23218728,2.974686,Mauritania,3.96,3.0,4.29,5.0,3.13,4.41,Authoritarian,3.02552941722,7059.56864019
2544,MRT,2005,2245.88751337,3.154087,Mauritania,3.96,3.0,4.29,5.0,3.13,4.41,Authoritarian,17.437692746,819.57155906
2545,MRT,2006,2941.73215301,3.241762,Mauritania,3.96,3.0,4.29,5.0,3.13,4.41,Authoritarian,2.15931953055,3275.68772785
2548,MRT,2013,2895.48636319,3.872684,Mauritania,3.96,3.0,4.29,5.0,3.13,4.41,Authoritarian,2.06575078163,1686.1690755
2549,MUS,1972,4620.77971829,0.852397,Mauritius,8.28,9.17,8.21,5.56,8.75,9.71,Full democracy,2.34632454126,29347.8273621
2550,MUS,1975,4741.03872167,0.892208,Mauritius,8.28,9.17,8.21,5.56,8.75,9.71,Full democracy,10.0873338952,926082.258845
2551,MUS,1979,5893.83707538,0.952587,Mauritius,8.28,9.17,8.21,5.56,8.75,9.71,Full democracy,5.24886440819,110495.944202
2552,MUS,1983,5862.79474121,0.998625,Mauritius,8.28,9.17,8.21,5.56,8.75,9.71,Full democracy,1.00137689323,351.483289523
2554,MUS,1994,11396.9552399,1.11414,Mauritius,8.28,9.17,8.21,5.56,8.75,9.71,Full democracy,1.79510653957,2064.37252051
2555,MUS,2002,13580.782163,1.201931,Mauritius,8.28,9.17,8.21,5.56,8.75,9.71,Full democracy,2.49598354648,873.594241267
2556,MUS,2013,17104.0552091,1.26356,Mauritius,8.28,9.17,8.21,5.56,8.75,9.71,Full democracy,8.70556206274,64.8960081041
2557,MWI,1989,1021.73881394,9.073088,Malawi,5.55,6.58,4.29,4.44,6.25,6.18,Hybrid regime,2.09410511614,5530.78878253
2558,MWI,1989,1021.73881394,9.073088,Malawi,5.55,6.58,4.29,4.44,6.25,6.18,Hybrid regime,2.09410511614,5530.78878253
2559,MWI,1989,1021.73881394,9.073088,Malawi,5.55,6.58,4.29,4.44,6.25,6.18,Hybrid regime,2.09410511614,5530.78878253
2560,MWI,1991,1013.85809705,9.604199,Malawi,5.55,6.58,4.29,4.44,6.25,6.18,Hybrid regime,49.1451707737,15618.1686781
2573,MWI,2006,1023.87762666,13.112383,Malawi,5.55,6.58,4.29,4.44,6.25,6.18,Hybrid regime,1.0676930349,642.598679431
2574,MWI,2006,1023.87762666,13.112383,Malawi,5.55,6.58,4.29,4.44,6.25,6.18,Hybrid regime,1.0676930349,642.598679431
2576,MWI,2008,1210.01028517,13.904671,Malawi,5.55,6.58,4.29,4.44,6.25,6.18,Hybrid regime,8.12676545889,378.937408875
2577,MWI,2009,1052.10652812,14.329056,Malawi,5.55,6.58,4.29,4.44,6.25,6.18,Hybrid regime,2.30301284327,1123.48643204
2578,MWI,2009,1052.10652812,14.329056,Malawi,5.55,6.58,4.29,4.44,6.25,6.18,Hybrid regime,2.30301284327,1123.48643204
2583,MYS,1967,2860.10006011,10.1534048795,Malaysia,6.54,6.92,7.86,6.11,6.25,5.59,Flawed democracy,4.92445643538,13788.4780191
2584,MYS,1968,2870.29544463,10.4078292629,Malaysia,6.54,6.92,7.86,6.11,6.25,5.59,Flawed democracy,1.1049374187,480.647777133
2585,MYS,1968,2870.29544463,10.4078292629,Malaysia,6.54,6.92,7.86,6.11,6.25,5.59,Flawed democracy,1.1049374187,480.647777133
2586,MYS,1970,3169.46692753,10.908634,Malaysia,6.54,6.92,7.86,6.11,6.25,5.59,Flawed democracy,5.59190087411,22275.9329903
2590,MYS,1988,7480.27998233,17.202032,Malaysia,6.54,6.92,7.86,6.11,6.25,5.59,Flawed democracy,1.56958201217,3487.96002705
2591,MYS,1991,8734.47290556,18.709835,Malaysia,6.54,6.92,7.86,6.11,6.25,5.59,Flawed democracy,14.0567781597,200.429346384
2592,MYS,1993,9973.40547031,19.700762,Malaysia,6.54,6.92,7.86,6.11,6.25,5.59,Flawed democracy,1.52278373801,1268.98644834
2594,MYS,1996,12582.821709,21.260881,Malaysia,6.54,6.92,7.86,6.11,6.25,5.59,Flawed democracy,5.22085608776,154.352336889
2595,MYS,1996,12582.821709,21.260881,Malaysia,6.54,6.92,7.86,6.11,6.25,5.59,Flawed democracy,5.22085608776,154.352336889
2596,MYS,1996,12582.821709,21.260881,Malaysia,6.54,6.92,7.86,6.11,6.25,5.59,Flawed democracy,5.22085608776,154.352336889
2597,MYS,1997,13049.1488264,21.808125,Malaysia,6.54,6.92,7.86,6.11,6.25,5.59,Flawed democracy,2.22394176482,545.645258361
2598,MYS,1997,13049.1488264,21.808125,Malaysia,6.54,6.92,7.86,6.11,6.25,5.59,Flawed democracy,2.22394176482,545.645258361
2599,MYS,1998,12154.8428048,22.358128,Malaysia,6.54,6.92,7.86,6.11,6.25,5.59,Flawed democracy,4.69627868666,7.1562341892
2607,MYS,2004,15174.9891126,25.332026,Malaysia,6.54,6.92,7.86,6.11,6.25,5.59,Flawed democracy,1.27638165749,1014.53919767
2608,MYS,2004,15174.9891126,25.332026,Malaysia,6.54,6.92,7.86,6.11,6.25,5.59,Flawed democracy,1.27638165749,1014.53919767
2609,MYS,2004,15174.9891126,25.332026,Malaysia,6.54,6.92,7.86,6.11,6.25,5.59,Flawed democracy,1.27638165749,1014.53919767
2612,MYS,2007,17920.3387057,26.730607,Malaysia,6.54,6.92,7.86,6.11,6.25,5.59,Flawed democracy,1.72087375345,6230.04932136
2617,NAM,2000,5461.68039741,1.897953,Namibia,6.31,5.67,5.36,6.67,5.63,8.24,Flawed democracy,7.3763681187,30.5592393489
2618,NAM,2001,5593.70112649,1.931005,Namibia,6.31,5.67,5.36,6.67,5.63,8.24,Flawed democracy,69.3939166393,6265.13136942
2619,NAM,2003,5705.34483161,1.980531,Namibia,6.31,5.67,5.36,6.67,5.63,8.24,Flawed democracy,1.009830192,6058.98115202
2620,NAM,2006,7181.33114077,2.053915,Namibia,6.31,5.67,5.36,6.67,5.63,8.24,Flawed democracy,3.65156299068,571.347889275
2621,NAM,2006,7181.33114077,2.053915,Namibia,6.31,5.67,5.36,6.67,5.63,8.24,Flawed democracy,3.65156299068,571.347889275
2622,NAM,2007,7426.29921336,2.083174,Namibia,6.31,5.67,5.36,6.67,5.63,8.24,Flawed democracy,3.36025699245,3660.27993821
2623,NAM,2007,7426.29921336,2.083174,Namibia,6.31,5.67,5.36,6.67,5.63,8.24,Flawed democracy,3.36025699245,3660.27993821
2624,NAM,2008,8001.87448037,2.115703,Namibia,6.31,5.67,5.36,6.67,5.63,8.24,Flawed democracy,12.0527314089,15409.2989422
